,BirthYear,HasSibling,Age,Sex,SingleorDoubleParent,EMP_HOURS_17,EMP_HOURS_18,EMP_HOURS_19,EMP_HOURS_20,EMP_HOURS_21,EMP_HOURS_22,EMP_HOURS_23,EMP_HOURS_24,EMP_HOURS_25,EMP_HOURS_26,EMP_HOURS_27,EMP_HOURS_28,EMP_HOURS_29,EMP_HOURS_30,EMP_HOURS_31,EMP_HOURS_32,EMP_HOURS_33,EMP_HOURS_34,EMP_HOURS_35,EducationStat_17,EducationStat_18,EducationStat_19,EducationStat_20,EducationStat_21,EducationStat_22,EducationStat_23,EducationStat_24,EducationStat_25,EducationStat_26,EducationStat_27,EducationStat_28,EducationStat_29,EducationStat_30,EducationStat_31,EducationStat_32,EducationStat_33,EducationStat_34,EducationStat_35,FinalRelationshipStat_17,FinalRelationshipStat_18,FinalRelationshipStat_19,FinalRelationshipStat_20,FinalRelationshipStat_21,FinalRelationshipStat_22,FinalRelationshipStat_23,FinalRelationshipStat_24,FinalRelationshipStat_25,FinalRelationshipStat_26,FinalRelationshipStat_27,FinalRelationshipStat_28,FinalRelationshipStat_29,FinalRelationshipStat_30,FinalRelationshipStat_31,FinalRelationshipStat_32,FinalRelationshipStat_33,FinalRelationshipStat_34,FinalRelationshipStat_35
371,1983,1,14,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
375,1981,0,16,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,8,10,10,10,10,10,10,4,4,9,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,4,2,6,6
384,1981,0,16,0,1,1,0,0,2,2,0,2,2,2,0,2,1,2,2,0,2,0,0,0,8,8,9,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,1,2,2,2,4,4,4,4,2,2,2,2,4,4,4,4,2,2,2
385,1980,1,17,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,8,3,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,6,6,6,6
386,1983,1,14,1,0,0,0,2,0,0,2,2,2,2,2,0,0,0,2,2,0,0,2,0,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
392,1983,1,14,0,0,0,0,1,0,1,0,0,1,0,1,2,2,1,1,2,2,2,2,2,8,8,8,9,9,9,10,10,10,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
393,1984,1,13,0,1,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,10,10,10,11,10,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5
394,1984,0,13,0,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,9,9,9,9,9,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
395,1983,0,14,0,1,0,2,2,2,1,2,0,0,2,2,2,2,1,1,1,1,1,1,1,8,8,3,9,4,9,10,10,10,10,6,6,6,6,6,6,6,6,6,0,1,1,1,1,1,1,1,1,3,3,3,5,5,7,7,5,5,5
400,1984,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,3,3,9,9,4,9,10,10,6,6,6,6,6,6,1,1,1,1,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6
401,1984,0,13,1,0,0,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,1,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,1,1,1,1,1,3,1,3,3,3,3,1,1,1,3,3,3,3,1
402,1984,0,13,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,2,0,1,1,3,3,4,4,4,4,4,9,9,4,4,4,10,10,10,10,6,6,6,2,4,4,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8
410,1980,1,17,1,1,0,1,0,1,1,1,2,2,0,0,0,0,0,0,0,2,2,2,0,8,8,3,3,3,10,4,4,10,4,4,4,4,4,4,4,4,4,4,0,0,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2
411,1982,1,15,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,8,9,9,10,10,10,11,6,11,6,6,7,11,11,11,11,11,7,7,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1
414,1981,0,16,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
415,1980,0,17,1,1,0,1,1,0,1,0,2,0,1,0,2,2,2,2,2,2,2,2,2,8,10,10,10,10,11,11,11,11,11,7,7,7,7,7,7,7,7,7,0,1,1,1,1,1,4,2,2,4,4,4,4,6,6,6,6,6,6
422,1984,1,13,1,0,0,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,8,3,9,9,9,4,4,9,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,7,7,7,7,5,5,5,5,5,5,5
424,1982,0,15,1,1,1,2,2,2,2,2,1,2,0,1,1,2,2,2,2,2,2,2,2,8,10,10,10,10,10,11,6,6,6,6,6,6,6,6,6,6,11,11,0,0,2,2,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6
425,1980,0,17,1,1,0,0,0,1,1,2,0,2,0,2,2,1,1,2,0,0,2,1,0,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1
431,1981,1,16,0,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4
436,1981,1,16,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
440,1982,1,15,0,1,0,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,8,8,6,6,8,8,8,8,8,8,8,8,8,8,6,6
445,1983,0,14,0,0,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,6,6,8,8,8,8,8,8,8,8,8,8,8,8
452,1982,1,15,1,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6
456,1980,1,17,0,0,2,0,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,4,6,6,6,6,6,6,6,6,8,8,8,8,6,6
459,1981,1,16,1,1,0,0,0,0,1,0,2,0,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2
460,1983,1,14,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
461,1981,1,16,1,0,0,2,2,2,2,1,0,0,0,2,0,2,1,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
462,1982,1,15,0,0,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6,6,6
463,1981,1,16,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4
464,1984,1,13,1,0,0,0,0,0,0,2,2,2,0,0,2,2,2,0,2,2,2,2,2,8,9,4,4,9,9,9,9,4,4,4,4,4,4,4,4,9,9,9,2,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8
465,1983,0,14,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6
466,1984,0,13,1,1,0,2,0,0,1,0,2,0,2,2,2,2,2,2,2,2,2,0,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6
468,1982,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
469,1981,0,16,1,0,0,0,0,0,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,4,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2
470,1980,1,17,0,1,0,0,0,2,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4
472,1982,0,15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
474,1981,0,16,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,8,3,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5
475,1982,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,8,3,3,3,3,9,9,10,10,6,6,6,6,6,6,6,6,6,6,0,0,2,2,2,2,2,2,2,6,6,6,6,6,8,8,8,8,8
476,1982,0,15,1,0,0,0,0,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,1,3,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6
478,1982,0,15,1,1,0,2,2,1,2,2,0,2,2,2,2,0,0,1,1,0,0,0,0,8,3,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6
479,1980,1,17,1,0,2,2,2,0,0,2,0,1,1,2,2,2,0,2,2,2,0,0,0,8,4,4,9,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4
480,1984,1,13,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,4,4,4
481,1983,0,14,0,0,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,1,2,2,1,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3
482,1980,1,17,0,0,2,1,2,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,8,10,10,10,10,11,11,11,7,7,7,7,7,7,7,7,7,7,7,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,1982,1,15,1,0,1,1,1,1,1,1,0,2,2,1,1,2,1,1,1,0,1,1,1,8,10,10,10,10,10,6,6,11,11,11,7,7,7,7,7,7,7,7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,5
487,1982,0,15,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
491,1983,0,14,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,8,8,3,3,10,10,10,6,6,6,6,11,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6
495,1984,0,13,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,9,10,10,6,11,6,6,11,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6
497,1980,0,17,1,1,0,0,1,1,1,2,1,1,1,2,0,2,2,2,2,2,2,2,2,8,4,10,10,10,4,11,11,11,11,11,11,7,7,7,7,7,7,7,0,0,0,0,0,1,1,2,2,4,4,6,6,6,6,6,6,6,6
502,1981,0,16,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,8,8,10,10,10,10,4,10,6,6,6,6,6,6,11,7,7,7,7,0,0,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5
506,1984,0,13,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,8,3,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,8,8,8
509,1980,0,17,0,0,0,2,2,0,0,0,2,1,0,2,2,0,0,2,2,2,2,2,2,8,8,1,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
511,1981,1,16,1,1,0,0,1,2,1,2,0,0,2,1,0,0,1,1,1,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8
512,1982,1,15,0,1,0,0,0,0,0,0,2,2,0,2,0,0,2,1,1,0,0,2,2,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,6,6,6,6,6,6,8,8,8
514,1983,1,14,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,1,1,1,1,1,1,1,4,4,2,4,2,2,2,4,4,4,4,4
517,1983,1,14,1,1,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
519,1981,1,16,0,0,1,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
521,1983,0,14,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
522,1980,0,17,1,0,1,0,1,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,8,8,1,1,1,1,1,1,1,1,9,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2
526,1981,0,16,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,10,10,10,10,10,11,11,11,6,10,11,10,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
527,1982,0,15,1,0,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,8,9,9,9,4,9,9,4,4,4,9,5,5,5,5,5,5,5,5,0,0,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
528,1982,0,15,1,0,0,2,1,1,0,0,2,1,2,2,2,0,2,2,2,2,2,2,2,8,9,9,9,10,10,6,6,6,6,6,11,7,7,7,7,7,7,7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5
534,1980,0,17,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,10,10,10,10,6,6,6,11,11,11,6,6,6,11,11,7,7,7,0,0,1,1,2,2,2,2,2,2,2,2,4,2,2,2,4,4,4
535,1982,0,15,0,1,0,0,1,1,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,8,8,9,9,5,5,5,5,9,5,5,5,10,10,10,6,6,6,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
536,1982,1,15,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,2,2,2,8,1,1,1,1,1,1,8,1,1,1,1,4,4,4,4,4,4,4,2,2,2,6,6,6,6,8,8,8,8,8,8,8,8,8,6,6,6
537,1983,1,14,1,0,1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,4,4,4
542,1983,0,14,0,0,0,1,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,1,1,1,1,5,5,5,5,5,5,5
543,1981,0,16,0,0,0,0,2,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,10,9,10,10,6,11,6,11,7,7,7,7,7,7,7,7,7,7,0,0,0,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6
547,1984,0,13,1,1,0,0,0,1,2,2,2,2,2,1,1,0,1,1,1,1,1,1,0,9,9,9,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
555,1982,0,15,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,8,3,3,3,9,10,10,6,6,6,6,6,6,6,6,6,6,6,6,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
557,1982,0,15,0,1,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,8,10,4,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,8,8,8
559,1981,1,16,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6
560,1984,1,13,0,1,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
561,1983,0,14,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,8,3,9,4,4,4,4,4,4,4,9,9,5,5,5,5,9,9,9,0,1,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6
563,1983,0,14,0,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
564,1982,0,15,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,8,3,3,3,4,4,9,10,9,5,5,5,5,10,10,10,10,10,6,1,2,2,2,2,4,4,4,6,6,6,6,6,6,6,6,6,6,6
565,1982,0,15,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,4,4,4,4,4,4,4,4,4,6,6,6,6
573,1983,1,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
578,1980,1,17,1,1,1,1,1,2,2,1,1,0,0,0,0,2,2,2,2,2,2,2,2,8,9,4,4,9,4,9,9,10,10,4,6,6,6,6,6,6,6,6,0,1,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2
579,1983,1,14,0,1,2,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
584,1983,1,14,1,1,0,0,1,1,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,11,11,7,7,7,7,10,6,6,6,6,6,6,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6
586,1983,1,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,4,4,4,4,4,4,10,10,4,4,4,4,4,4,4,4,0,2,6,6,6,8,8,6,6,6,6,6,6,6,6,6,6,6,6
590,1982,1,15,1,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,1,1,1,1,8,8,9,9,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6
593,1980,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,2,2,4,2,2,2,2,2,2,2,2,4,4,4,2,2,4,2
594,1981,1,16,1,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,1,1,1,8,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,9,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6
598,1981,0,16,1,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
599,1984,0,13,0,1,1,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,8,8,3,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,7,7
602,1984,0,13,0,1,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8
603,1981,0,16,1,1,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8
605,1980,1,17,0,0,0,0,2,2,0,2,2,1,2,2,2,0,0,1,2,0,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,10,4,4,4,4,4,0,0,2,2,2,4,4,4,2,2,2,2,4,4,4,2,2,2,2
606,1982,1,15,1,0,2,1,2,2,2,1,2,2,2,0,0,0,0,0,2,0,2,2,2,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2
607,1983,0,14,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,5,5
609,1981,1,16,1,1,0,0,2,0,0,0,2,0,2,2,1,0,2,2,2,2,0,2,2,8,8,3,3,3,3,3,9,9,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,4,2,4,2,6,6,6,6,6,6
612,1983,0,14,0,1,0,0,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,8,9,9,9,4,4,9,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3
616,1983,0,14,1,1,0,1,1,0,0,2,2,2,2,2,2,2,0,0,0,0,0,1,2,8,9,9,4,4,4,4,4,4,4,4,4,4,10,6,6,6,6,6,0,1,2,2,2,4,6,6,6,8,6,6,6,6,6,6,6,6,6
617,1981,0,16,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,6,8,8,8,8,8,8,8,8,8,8,8,8,8
625,1982,0,15,1,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,1,1,2,8,8,3,9,4,4,9,9,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
626,1982,0,15,0,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,8,8,8,2,2,9,4,9,4,4,9,9,9,5,9,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
627,1982,0,15,0,1,0,2,0,1,1,0,2,2,2,2,2,2,2,2,2,0,2,2,2,8,9,9,4,9,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4
628,1984,0,13,1,1,0,1,1,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,8,3,3,3,3,3,10,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,6,6,8,6,8,8,8,6,6,6,6,6,6,6,6,6
629,1981,0,16,0,0,0,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,2,2,2,8,3,3,3,3,4,4,9,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,6,6,8,8,8,8,8,6,6,6,6,6,6
631,1983,1,14,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,8,9,9,10,10,6,11,11,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,2,4,4,2,2,2,2,4,4,4,4,4,4,4
632,1983,1,14,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,11,11,7,7,7,7,7,7,7,7,7,7,7,0,1,1,1,2,2,2,2,4,6,6,6,6,6,6,6,6,6,6
634,1981,0,16,1,0,0,2,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,8,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,2,2,2,2,2,2,2,4,2,2,2,2,2,6,6,6,6
